,gene_name,display_name,biotype,cat_biotype
1615,Rbbp5,Rbbp5,HMT,Histone Modifying Enzyme
1616,Setbp1,Setbp1,HMT,Histone Modifying Enzyme
1617,Setd1a,Setd1a,HMT,Histone Modifying Enzyme
1618,Setd1b,Setd1b,HMT,Histone Modifying Enzyme
1619,Setd2,Setd2,HMT,Histone Modifying Enzyme
1620,Setd3,Setd3,HMT,Histone Modifying Enzyme
1621,Setd4,Setd4,HMT,Histone Modifying Enzyme
1622,Setd5,Setd5,HMT,Histone Modifying Enzyme
1623,Setd7,Setd7,HMT,Histone Modifying Enzyme
1624,Setdb1,Setdb1,HMT,Histone Modifying Enzyme
1625,Setdb2,Setdb2,HMT,Histone Modifying Enzyme
1626,Setmar,Setmar,HMT,Histone Modifying Enzyme
1627,Smyd1,Smyd1,HMT,Histone Modifying Enzyme
1628,Smyd2,Smyd2,HMT,Histone Modifying Enzyme
1629,Smyd3,Smyd3,HMT,Histone Modifying Enzyme
1630,Smyd5,Smyd5,HMT,Histone Modifying Enzyme
1631,Suv39h1,Suv39h1,HMT,Histone Modifying Enzyme
1632,Suv39h2,Suv39h2,HMT,Histone Modifying Enzyme
1633,Fbxl19,Fbxl19,HDM,Histone Modifying Enzyme
1634,Hr,Hr,HDM,Histone Modifying Enzyme
1636,Jmjd1c,Jmjd1c,HDM,Histone Modifying Enzyme
1637,Jmjd6,Jmjd6,HDM,Histone Modifying Enzyme
1638,Kdm1a,Kdm1a,HDM,Histone Modifying Enzyme
1639,Kdm1b,Kdm1b,HDM,Histone Modifying Enzyme
1640,Kdm2a,Kdm2a,HDM,Histone Modifying Enzyme
1641,Kdm2b,Kdm2b,HDM,Histone Modifying Enzyme
1642,Kdm3a,Kdm3a,HDM,Histone Modifying Enzyme
1643,Kdm3b,Kdm3b,HDM,Histone Modifying Enzyme
1644,Kdm4a,Kdm4a,HDM,Histone Modifying Enzyme
1645,Kdm4b,Kdm4b,HDM,Histone Modifying Enzyme
1646,Kdm4c,Kdm4c,HDM,Histone Modifying Enzyme
1647,Kdm4d,Kdm4d,HDM,Histone Modifying Enzyme
1648,Kdm4dl,Kdm4dl,HDM,Histone Modifying Enzyme
1649,Kdm5a,Kdm5a,HDM,Histone Modifying Enzyme
1650,Kdm5b,Kdm5b,HDM,Histone Modifying Enzyme
1651,Kdm5c,Kdm5c,HDM,Histone Modifying Enzyme
1652,Kdm5d,Kdm5d,HDM,Histone Modifying Enzyme
1653,Kdm6a,Kdm6a,HDM,Histone Modifying Enzyme
1654,Kdm6b,Kdm6b,HDM,Histone Modifying Enzyme
1655,Kdm7a,Kdm7a,HDM,Histone Modifying Enzyme
1656,Kdm8,Kdm8,HDM,Histone Modifying Enzyme
1657,Phf2,Phf2,HDM,Histone Modifying Enzyme
1658,Phf8,Phf8,HDM,Histone Modifying Enzyme
1659,Bclaf1,Bclaf1,Mediator,TAF-Mediator
1660,Bclaf3,Bclaf3,Mediator,TAF-Mediator
1661,Ccnc,Ccnc,Mediator,TAF-Mediator
1662,Cdk4,Cdk4,Mediator,TAF-Mediator
1663,Cdk6,Cdk6,Mediator,TAF-Mediator
1664,Cdk8,Cdk8,Mediator,TAF-Mediator
1665,Cdk9,Cdk9,Mediator,TAF-Mediator
1666,Cdk19,Cdk19,Mediator,TAF-Mediator
1667,Gm20517,Gm20517,Mediator,TAF-Mediator
1668,Med1,Med1,Mediator,TAF-Mediator
1669,Med4,Med4,Mediator,TAF-Mediator
1670,Med6,Med6,Mediator,TAF-Mediator
1671,Med7,Med7,Mediator,TAF-Mediator
1672,Med8,Med8,Mediator,TAF-Mediator
1673,Med9,Med9,Mediator,TAF-Mediator
1674,Med10,Med10,Mediator,TAF-Mediator
1675,Med11,Med11,Mediator,TAF-Mediator
1676,Med12,Med12,Mediator,TAF-Mediator
1677,Med12l,Med12l,Mediator,TAF-Mediator
1678,Med13,Med13,Mediator,TAF-Mediator
1679,Med13l,Med13l,Mediator,TAF-Mediator
1680,Med14,Med14,Mediator,TAF-Mediator
1681,Med15,Med15,Mediator,TAF-Mediator
1682,Med16,Med16,Mediator,TAF-Mediator
1683,Med17,Med17,Mediator,TAF-Mediator
1684,Med18,Med18,Mediator,TAF-Mediator
1685,Med19,Med19,Mediator,TAF-Mediator
1686,Med20,Med20,Mediator,TAF-Mediator
1687,Med21,Med21,Mediator,TAF-Mediator
1688,Med22,Med22,Mediator,TAF-Mediator
1689,Med23,Med23,Mediator,TAF-Mediator
1690,Med24,Med24,Mediator,TAF-Mediator
1691,Med25,Med25,Mediator,TAF-Mediator
1692,Med26,Med26,Mediator,TAF-Mediator
1693,Med27,Med27,Mediator,TAF-Mediator
1694,Med28,Med28,Mediator,TAF-Mediator
1695,Med29,Med29,Mediator,TAF-Mediator
1696,Med30,Med30,Mediator,TAF-Mediator
1697,Med31,Med31,Mediator,TAF-Mediator
1698,Ppargc1b,Ppargc1b,Mediator,TAF-Mediator
1699,Thrap3,Thrap3,Mediator,TAF-Mediator
1700,Atf7ip,Atf7ip,TAF,TAF-Mediator
1702,Bdp1,Bdp1,TAF,TAF-Mediator
1703,Brf1,Brf1,TAF,TAF-Mediator
1704,Brf2,Brf2,TAF,TAF-Mediator
1705,Cand1,Cand1,TAF,TAF-Mediator
1706,Cavin1,Cavin1,TAF,TAF-Mediator
1707,Ccnh,Ccnh,TAF,TAF-Mediator
1708,Cdk7,Cdk7,TAF,TAF-Mediator
1709,Crcp,Crcp,TAF,TAF-Mediator
1710,Ctnnbip1,Ctnnbip1,TAF,TAF-Mediator
1711,Dhx36,Dhx36,TAF,TAF-Mediator
1712,Dr1,Dr1,TAF,TAF-Mediator
1713,Elob,Elob,TAF,TAF-Mediator
1714,Eloc,Eloc,TAF,TAF-Mediator
1715,Ercc1,Ercc1,TAF,TAF-Mediator
1716,Ercc3,Ercc3,TAF,TAF-Mediator
1717,Ercc6,Ercc6,TAF,TAF-Mediator
1718,Gtf2a1,Gtf2a1,TAF,TAF-Mediator
1719,Gtf2a1l,Gtf2a1l,TAF,TAF-Mediator
1720,Gtf2a2,Gtf2a2,TAF,TAF-Mediator
1722,Gtf2e1,Gtf2e1,TAF,TAF-Mediator
1723,Gtf2e2,Gtf2e2,TAF,TAF-Mediator
1724,Gtf2f1,Gtf2f1,TAF,TAF-Mediator
1725,Gtf2f2,Gtf2f2,TAF,TAF-Mediator
1726,Gtf2h5,Gtf2h5,TAF,TAF-Mediator
1727,Gtf3c1,Gtf3c1,TAF,TAF-Mediator
1729,Gtf3c5,Gtf3c5,TAF,TAF-Mediator
1730,Hmgb1,Hmgb1,TAF,TAF-Mediator
1731,Lipe,Lipe,TAF,TAF-Mediator
1760,Morc1,Morc1,TAF,TAF-Mediator
1761,Mterf1b,Mterf1b,TAF,TAF-Mediator
1762,Ncoa6,Ncoa6,TAF,TAF-Mediator
1763,Paxip1,Paxip1,TAF,TAF-Mediator
1764,Polr1e,Polr1e,TAF,TAF-Mediator
1766,Polr2d,Polr2d,TAF,TAF-Mediator
1767,Polr2g,Polr2g,TAF,TAF-Mediator
1768,Polr2i,Polr2i,TAF,TAF-Mediator
1769,Polr3h,Polr3h,TAF,TAF-Mediator
1770,Polrmt,Polrmt,TAF,TAF-Mediator
1771,Psmc6,Psmc6,TAF,TAF-Mediator
1772,Pwwp2a,Pwwp2a,TAF,TAF-Mediator
1773,Rrn3,Rrn3,TAF,TAF-Mediator
1774,Rsf1,Rsf1,TAF,TAF-Mediator
1775,Setx,Setx,TAF,TAF-Mediator
1776,Smarca5,Smarca5,TAF,TAF-Mediator
1777,Snapc5,Snapc5,TAF,TAF-Mediator
1778,Sub1,Sub1,TAF,TAF-Mediator
1780,Taf1b,Taf1b,TAF,TAF-Mediator
1781,Taf2,Taf2,TAF,TAF-Mediator
1782,Taf3,Taf3,TAF,TAF-Mediator
1783,Taf4,Taf4,TAF,TAF-Mediator
1784,Taf4b,Taf4b,TAF,TAF-Mediator
1785,Taf5,Taf5,TAF,TAF-Mediator
1786,Taf6,Taf6,TAF,TAF-Mediator
1787,Taf6l,Taf6l,TAF,TAF-Mediator
1788,Taf7,Taf7,TAF,TAF-Mediator
1789,Taf7l,Taf7l,TAF,TAF-Mediator
1791,Taf8,Taf8,TAF,TAF-Mediator
1792,Taf9,Taf9,TAF,TAF-Mediator
1793,Taf9b,Taf9b,TAF,TAF-Mediator
1794,Taf10,Taf10,TAF,TAF-Mediator
1795,Taf11,Taf11,TAF,TAF-Mediator
1796,Taf12,Taf12,TAF,TAF-Mediator
1797,Taf13,Taf13,TAF,TAF-Mediator
1798,Tbp,Tbp,TAF,TAF-Mediator
1799,Tbpl1,Tbpl1,TAF,TAF-Mediator
1800,Tbpl2,Tbpl2,TAF,TAF-Mediator
1801,Ttf1,Ttf1,TAF,TAF-Mediator
1802,Ubtf,Ubtf,TAF,TAF-Mediator
1803,Wnt10b,Wnt10b,TAF,TAF-Mediator
1804,Xpa,Xpa,TAF,TAF-Mediator
1805,Zfp451,Zfp451,TAF,TAF-Mediator
1806,Actl6a,Actl6a,Chromatin_binding,Chromatin Binding
1807,Actl6b,Actl6b,Chromatin_binding,Chromatin Binding
1808,Actn4,Actn4,Chromatin_binding,Chromatin Binding
1809,Actr6,Actr6,Chromatin_binding,Chromatin Binding
1810,Actrt1,Actrt1,Chromatin_binding,Chromatin Binding
1811,Adnp,Adnp,Chromatin_binding,Chromatin Binding
1812,Aire,Aire,Chromatin_binding,Chromatin Binding
1813,Ajuba,Ajuba,Chromatin_binding,Chromatin Binding
1814,Akap8,Akap8,Chromatin_binding,Chromatin Binding
1815,Ankrd2,Ankrd2,Chromatin_binding,Chromatin Binding
1816,Ankrd17,Ankrd17,Chromatin_binding,Chromatin Binding
1817,Apbb1,Apbb1,Chromatin_binding,Chromatin Binding
1818,Apex1,Apex1,Chromatin_binding,Chromatin Binding
1819,App,App,Chromatin_binding,Chromatin Binding
1820,Aptx,Aptx,Chromatin_binding,Chromatin Binding
1821,Arid1a,Arid1a,Chromatin_binding,Chromatin Binding
1822,Arid1b,Arid1b,Chromatin_binding,Chromatin Binding
1823,Arid3a,Arid3a,Chromatin_binding,Chromatin Binding
1824,Arid5a,Arid5a,Chromatin_binding,Chromatin Binding
1825,Asf1a,Asf1a,Chromatin_binding,Chromatin Binding
1827,Asxl1,Asxl1,Chromatin_binding,Chromatin Binding
1828,Asxl2,Asxl2,Chromatin_binding,Chromatin Binding
1829,Asxl3,Asxl3,Chromatin_binding,Chromatin Binding
1830,Atad2,Atad2,Chromatin_binding,Chromatin Binding
1831,Atad2b,Atad2b,Chromatin_binding,Chromatin Binding
1832,Atrx,Atrx,Chromatin_binding,Chromatin Binding
1833,Atxn1,Atxn1,Chromatin_binding,Chromatin Binding
1834,Atxn7,Atxn7,Chromatin_binding,Chromatin Binding
1835,Auts2,Auts2,Chromatin_binding,Chromatin Binding
1836,Bahcc1,Bahcc1,Chromatin_binding,Chromatin Binding
1837,Bahd1,Bahd1,Chromatin_binding,Chromatin Binding
1838,Bap1,Bap1,Chromatin_binding,Chromatin Binding
1839,Bcas3,Bcas3,Chromatin_binding,Chromatin Binding
1840,Bend6,Bend6,Chromatin_binding,Chromatin Binding
1841,Bmi1,Bmi1,Chromatin_binding,Chromatin Binding
1842,Brca1,Brca1,Chromatin_binding,Chromatin Binding
1843,Brd2,Brd2,Chromatin_binding,Chromatin Binding
1844,Brd3,Brd3,Chromatin_binding,Chromatin Binding
1845,Brd4,Brd4,Chromatin_binding,Chromatin Binding
1846,Brip1,Brip1,Chromatin_binding,Chromatin Binding
1847,Cabin1,Cabin1,Chromatin_binding,Chromatin Binding
1848,Calcoco1,Calcoco1,Chromatin_binding,Chromatin Binding
1849,Camta2,Camta2,Chromatin_binding,Chromatin Binding
1850,Cbfa2t3,Cbfa2t3,Chromatin_binding,Chromatin Binding
1851,Cbx1,Cbx1,Chromatin_binding,Chromatin Binding
1852,Cbx2,Cbx2,Chromatin_binding,Chromatin Binding
1853,Cbx3,Cbx3,Chromatin_binding,Chromatin Binding
1854,Cbx4,Cbx4,Chromatin_binding,Chromatin Binding
1855,Cbx5,Cbx5,Chromatin_binding,Chromatin Binding
1856,Cbx7,Cbx7,Chromatin_binding,Chromatin Binding
1857,Cbx8,Cbx8,Chromatin_binding,Chromatin Binding
1858,Ccnt1,Ccnt1,Chromatin_binding,Chromatin Binding
1859,Ccnt2,Ccnt2,Chromatin_binding,Chromatin Binding
1860,Cdc6,Cdc6,Chromatin_binding,Chromatin Binding
1861,Cdc45,Cdc45,Chromatin_binding,Chromatin Binding
1862,Cdk1,Cdk1,Chromatin_binding,Chromatin Binding
1864,Cdt1,Cdt1,Chromatin_binding,Chromatin Binding
1866,Cenpb,Cenpb,Chromatin_binding,Chromatin Binding
1867,Cenps,Cenps,Chromatin_binding,Chromatin Binding
1868,Cgas,Cgas,Chromatin_binding,Chromatin Binding
1869,Chd1,Chd1,Chromatin_binding,Chromatin Binding
1870,Chd1l,Chd1l,Chromatin_binding,Chromatin Binding
1871,Chd2,Chd2,Chromatin_binding,Chromatin Binding
1872,Chd3,Chd3,Chromatin_binding,Chromatin Binding
1873,Chd4,Chd4,Chromatin_binding,Chromatin Binding
1874,Chd5,Chd5,Chromatin_binding,Chromatin Binding
1875,Chd6,Chd6,Chromatin_binding,Chromatin Binding
1876,Chd7,Chd7,Chromatin_binding,Chromatin Binding
1877,Chd8,Chd8,Chromatin_binding,Chromatin Binding
1878,Cited1,Cited1,Chromatin_binding,Chromatin Binding
1879,Cited2,Cited2,Chromatin_binding,Chromatin Binding
1880,Cks2,Cks2,Chromatin_binding,Chromatin Binding
1881,Coq7,Coq7,Chromatin_binding,Chromatin Binding
1884,Crtc2,Crtc2,Chromatin_binding,Chromatin Binding
1885,Csnk2b,Csnk2b,Chromatin_binding,Chromatin Binding
1886,Ctbp1,Ctbp1,Chromatin_binding,Chromatin Binding
1887,Ctbp2,Ctbp2,Chromatin_binding,Chromatin Binding
1888,Ctnnb1,Ctnnb1,Chromatin_binding,Chromatin Binding
1889,Cys1,Cys1,Chromatin_binding,Chromatin Binding
1890,Ddx1,Ddx1,Chromatin_binding,Chromatin Binding
1891,Ddx5,Ddx5,Chromatin_binding,Chromatin Binding
1892,Ddx11,Ddx11,Chromatin_binding,Chromatin Binding
1893,Ddx17,Ddx17,Chromatin_binding,Chromatin Binding
1894,Dhx9,Dhx9,Chromatin_binding,Chromatin Binding
1895,Dhx30,Dhx30,Chromatin_binding,Chromatin Binding
1896,Dnajc2,Dnajc2,Chromatin_binding,Chromatin Binding
1897,Dnmt1,Dnmt1,Chromatin_binding,Chromatin Binding
1898,Dnmt3a,Dnmt3a,Chromatin_binding,Chromatin Binding
1899,Dnmt3b,Dnmt3b,Chromatin_binding,Chromatin Binding
1900,Dnttip1,Dnttip1,Chromatin_binding,Chromatin Binding
1901,Dppa2,Dppa2,Chromatin_binding,Chromatin Binding
1902,Dppa4,Dppa4,Chromatin_binding,Chromatin Binding
1903,Ecsit,Ecsit,Chromatin_binding,Chromatin Binding
1905,Egfr,Egfr,Chromatin_binding,Chromatin Binding
1907,Eny2,Eny2,Chromatin_binding,Chromatin Binding
1908,Ep400,Ep400,Chromatin_binding,Chromatin Binding
1909,Epop,Epop,Chromatin_binding,Chromatin Binding
1912,Ercc4,Ercc4,Chromatin_binding,Chromatin Binding
1914,Evx1os,Evx1os,Chromatin_binding,Chromatin Binding
1915,Exo1,Exo1,Chromatin_binding,Chromatin Binding
1916,Eya3,Eya3,Chromatin_binding,Chromatin Binding
1919,Faap24,Faap24,Chromatin_binding,Chromatin Binding
1920,Fabp1,Fabp1,Chromatin_binding,Chromatin Binding
1921,Fancm,Fancm,Chromatin_binding,Chromatin Binding
1922,Fcor,Fcor,Chromatin_binding,Chromatin Binding
1923,Fmr1,Fmr1,Chromatin_binding,Chromatin Binding
1924,Fus,Fus,Chromatin_binding,Chromatin Binding
1925,Gadd45a,Gadd45a,Chromatin_binding,Chromatin Binding
1926,Glyr1,Glyr1,Chromatin_binding,Chromatin Binding
1927,Gm20379,Gm20379,Chromatin_binding,Chromatin Binding
1928,Gmnc,Gmnc,Chromatin_binding,Chromatin Binding
1929,Gper1,Gper1,Chromatin_binding,Chromatin Binding
1930,Grwd1,Grwd1,Chromatin_binding,Chromatin Binding
1933,Gtf2h1,Gtf2h1,Chromatin_binding,Chromatin Binding
1934,H1f0,H1f0,Chromatin_binding,Chromatin Binding
1946,H3f3a,H3f3a,Chromatin_binding,Chromatin Binding
1947,H3f3b,H3f3b,Chromatin_binding,Chromatin Binding
1948,Hcfc1,Hcfc1,Chromatin_binding,Chromatin Binding
1956,Hdgfl2,Hdgfl2,Chromatin_binding,Chromatin Binding
1957,Hdgfl3,Hdgfl3,Chromatin_binding,Chromatin Binding
1958,Hells,Hells,Chromatin_binding,Chromatin Binding
1959,Hira,Hira,Chromatin_binding,Chromatin Binding
1960,Hmga1,Hmga1,Chromatin_binding,Chromatin Binding
1961,Hmga2,Hmga2,Chromatin_binding,Chromatin Binding
1962,Hmgn1,Hmgn1,Chromatin_binding,Chromatin Binding
1963,Hmgn2,Hmgn2,Chromatin_binding,Chromatin Binding
1964,Hmgn3,Hmgn3,Chromatin_binding,Chromatin Binding
1965,Hmgn5,Hmgn5,Chromatin_binding,Chromatin Binding
1966,Hnrnpd,Hnrnpd,Chromatin_binding,Chromatin Binding
1967,Hnrnpu,Hnrnpu,Chromatin_binding,Chromatin Binding
1968,Hp1bp3,Hp1bp3,Chromatin_binding,Chromatin Binding
1969,Hpf1,Hpf1,Chromatin_binding,Chromatin Binding
1971,Ift74,Ift74,Chromatin_binding,Chromatin Binding
1972,Ing2,Ing2,Chromatin_binding,Chromatin Binding
1973,Ing5,Ing5,Chromatin_binding,Chromatin Binding
1980,Kcnq1ot1,Kcnq1ot1,Chromatin_binding,Chromatin Binding
1990,Klhdc3,Klhdc3,Chromatin_binding,Chromatin Binding
1994,L3mbtl1,L3mbtl1,Chromatin_binding,Chromatin Binding
1995,L3mbtl2,L3mbtl2,Chromatin_binding,Chromatin Binding
1996,L3mbtl3,L3mbtl3,Chromatin_binding,Chromatin Binding
1997,L3mbtl4,L3mbtl4,Chromatin_binding,Chromatin Binding
1998,Lcor,Lcor,Chromatin_binding,Chromatin Binding
1999,Ldb1,Ldb1,Chromatin_binding,Chromatin Binding
2000,Lemd2,Lemd2,Chromatin_binding,Chromatin Binding
2001,Lemd3,Lemd3,Chromatin_binding,Chromatin Binding
2002,Lmo2,Lmo2,Chromatin_binding,Chromatin Binding
2003,Lrwd1,Lrwd1,Chromatin_binding,Chromatin Binding
2006,Mapk15,Mapk15,Chromatin_binding,Chromatin Binding
2007,Mbd1,Mbd1,Chromatin_binding,Chromatin Binding
2008,Mbd2,Mbd2,Chromatin_binding,Chromatin Binding
2009,Mbd3,Mbd3,Chromatin_binding,Chromatin Binding
2010,Mbd5,Mbd5,Chromatin_binding,Chromatin Binding
2011,Mbd6,Mbd6,Chromatin_binding,Chromatin Binding
2012,Mbtd1,Mbtd1,Chromatin_binding,Chromatin Binding
2014,Mcm8,Mcm8,Chromatin_binding,Chromatin Binding
2015,Mcm9,Mcm9,Chromatin_binding,Chromatin Binding
2016,Mcmbp,Mcmbp,Chromatin_binding,Chromatin Binding
2019,Meiob,Meiob,Chromatin_binding,Chromatin Binding
2021,Mir208b,Mir208b,Chromatin_binding,Chromatin Binding
2022,Mkrn1,Mkrn1,Chromatin_binding,Chromatin Binding
2023,Mlh1,Mlh1,Chromatin_binding,Chromatin Binding
2024,Mlh3,Mlh3,Chromatin_binding,Chromatin Binding
2025,Mllt3,Mllt3,Chromatin_binding,Chromatin Binding
2026,Mllt6,Mllt6,Chromatin_binding,Chromatin Binding
2027,Mllt10,Mllt10,Chromatin_binding,Chromatin Binding
2028,Morc2a,Morc2a,Chromatin_binding,Chromatin Binding
2029,Morc2b,Morc2b,Chromatin_binding,Chromatin Binding
2030,Morf4l1,Morf4l1,Chromatin_binding,Chromatin Binding
2031,Mphosph8,Mphosph8,Chromatin_binding,Chromatin Binding
2032,Mrnip,Mrnip,Chromatin_binding,Chromatin Binding
2033,Msh2,Msh2,Chromatin_binding,Chromatin Binding
2034,Msh6,Msh6,Chromatin_binding,Chromatin Binding
2035,Msl1,Msl1,Chromatin_binding,Chromatin Binding
2036,Mta1,Mta1,Chromatin_binding,Chromatin Binding
2038,Mta3,Mta3,Chromatin_binding,Chromatin Binding
2039,Nap1l1,Nap1l1,Chromatin_binding,Chromatin Binding
2040,Nap1l2,Nap1l2,Chromatin_binding,Chromatin Binding
2041,Nap1l3,Nap1l3,Chromatin_binding,Chromatin Binding
2042,Nap1l4,Nap1l4,Chromatin_binding,Chromatin Binding
2043,Nap1l5,Nap1l5,Chromatin_binding,Chromatin Binding
2044,Ncaph,Ncaph,Chromatin_binding,Chromatin Binding
2045,Ncaph2,Ncaph2,Chromatin_binding,Chromatin Binding
2047,Ncoa2,Ncoa2,Chromatin_binding,Chromatin Binding
2049,Ncoa5,Ncoa5,Chromatin_binding,Chromatin Binding
2051,Ncor1,Ncor1,Chromatin_binding,Chromatin Binding
2052,Ncor2,Ncor2,Chromatin_binding,Chromatin Binding
2053,Nelfa,Nelfa,Chromatin_binding,Chromatin Binding
2054,Nelfe,Nelfe,Chromatin_binding,Chromatin Binding
2055,Nipbl,Nipbl,Chromatin_binding,Chromatin Binding
2056,Nkap,Nkap,Chromatin_binding,Chromatin Binding
2057,Nkapl,Nkapl,Chromatin_binding,Chromatin Binding
2058,Noc2l,Noc2l,Chromatin_binding,Chromatin Binding
2059,Noc3l,Noc3l,Chromatin_binding,Chromatin Binding
2060,Nono,Nono,Chromatin_binding,Chromatin Binding
2061,Notch1,Notch1,Chromatin_binding,Chromatin Binding
2062,Npm1,Npm1,Chromatin_binding,Chromatin Binding
2063,Npm2,Npm2,Chromatin_binding,Chromatin Binding
2064,Npm3,Npm3,Chromatin_binding,Chromatin Binding
2067,Nucks1,Nucks1,Chromatin_binding,Chromatin Binding
2068,Nudt21,Nudt21,Chromatin_binding,Chromatin Binding
2069,Nup98,Nup98,Chromatin_binding,Chromatin Binding
2070,Nup153,Nup153,Chromatin_binding,Chromatin Binding
2071,Nupr1,Nupr1,Chromatin_binding,Chromatin Binding
2073,Ogt,Ogt,Chromatin_binding,Chromatin Binding
2074,Orc1,Orc1,Chromatin_binding,Chromatin Binding
2075,Paf1,Paf1,Chromatin_binding,Chromatin Binding
2076,Parg,Parg,Chromatin_binding,Chromatin Binding
2077,Parp1,Parp1,Chromatin_binding,Chromatin Binding
2078,Parp2,Parp2,Chromatin_binding,Chromatin Binding
2079,Paupar,Paupar,Chromatin_binding,Chromatin Binding
2080,Pbrm1,Pbrm1,Chromatin_binding,Chromatin Binding
2081,Pcgf1,Pcgf1,Chromatin_binding,Chromatin Binding
2082,Pcgf2,Pcgf2,Chromatin_binding,Chromatin Binding
2083,Pclaf,Pclaf,Chromatin_binding,Chromatin Binding
2084,Pcna,Pcna,Chromatin_binding,Chromatin Binding
2085,Pelp1,Pelp1,Chromatin_binding,Chromatin Binding
2086,Per1,Per1,Chromatin_binding,Chromatin Binding
2087,Phc1,Phc1,Chromatin_binding,Chromatin Binding
2088,Phc2,Phc2,Chromatin_binding,Chromatin Binding
2089,Phc3,Phc3,Chromatin_binding,Chromatin Binding
2090,Phf1,Phf1,Chromatin_binding,Chromatin Binding
2092,Phf13,Phf13,Chromatin_binding,Chromatin Binding
2093,Phf19,Phf19,Chromatin_binding,Chromatin Binding
2094,Phf21a,Phf21a,Chromatin_binding,Chromatin Binding
2095,Pkn1,Pkn1,Chromatin_binding,Chromatin Binding
2096,Plac8,Plac8,Chromatin_binding,Chromatin Binding
2097,Pola1,Pola1,Chromatin_binding,Chromatin Binding
2098,Pold1,Pold1,Chromatin_binding,Chromatin Binding
2099,Pole,Pole,Chromatin_binding,Chromatin Binding
2100,Pole3,Pole3,Chromatin_binding,Chromatin Binding
2101,Polg,Polg,Chromatin_binding,Chromatin Binding
2102,Polq,Polq,Chromatin_binding,Chromatin Binding
2103,Polr1a,Polr1a,Chromatin_binding,Chromatin Binding
2104,Polr2a,Polr2a,Chromatin_binding,Chromatin Binding
2105,Polr2b,Polr2b,Chromatin_binding,Chromatin Binding
2106,Polr3a,Polr3a,Chromatin_binding,Chromatin Binding
2107,Polr3d,Polr3d,Chromatin_binding,Chromatin Binding
2108,Polr3g,Polr3g,Chromatin_binding,Chromatin Binding
2109,Polr3gl,Polr3gl,Chromatin_binding,Chromatin Binding
2110,Ppargc1a,Ppargc1a,Chromatin_binding,Chromatin Binding
2111,Ppp2r3d,Ppp2r3d,Chromatin_binding,Chromatin Binding
2113,Prdm11,Prdm11,Chromatin_binding,Chromatin Binding
2115,Prdm15,Prdm15,Chromatin_binding,Chromatin Binding
2116,Primpol,Primpol,Chromatin_binding,Chromatin Binding
2117,Prkaa1,Prkaa1,Chromatin_binding,Chromatin Binding
2118,Prkaa2,Prkaa2,Chromatin_binding,Chromatin Binding
2119,Prkcb,Prkcb,Chromatin_binding,Chromatin Binding
2122,Psip1,Psip1,Chromatin_binding,Chromatin Binding
2123,Pus1,Pus1,Chromatin_binding,Chromatin Binding
2126,Pygo2,Pygo2,Chromatin_binding,Chromatin Binding
2127,Rad17,Rad17,Chromatin_binding,Chromatin Binding
2128,Rad21,Rad21,Chromatin_binding,Chromatin Binding
2129,Rad21l,Rad21l,Chromatin_binding,Chromatin Binding
2130,Rad51,Rad51,Chromatin_binding,Chromatin Binding
2131,Rag2,Rag2,Chromatin_binding,Chromatin Binding
2132,Rbl1,Rbl1,Chromatin_binding,Chromatin Binding
2133,Rbl2,Rbl2,Chromatin_binding,Chromatin Binding
2134,Rbmx,Rbmx,Chromatin_binding,Chromatin Binding
2135,Rbmxl1,Rbmxl1,Chromatin_binding,Chromatin Binding
2136,Rcc1,Rcc1,Chromatin_binding,Chromatin Binding
2137,Rcor1,Rcor1,Chromatin_binding,Chromatin Binding
2138,Rec8,Rec8,Chromatin_binding,Chromatin Binding
2139,Repin1,Repin1,Chromatin_binding,Chromatin Binding
2140,Rere,Rere,Chromatin_binding,Chromatin Binding
2141,Rfpl4b,Rfpl4b,Chromatin_binding,Chromatin Binding
2142,Ring1,Ring1,Chromatin_binding,Chromatin Binding
2143,Rit2,Rit2,Chromatin_binding,Chromatin Binding
2144,Rnf2,Rnf2,Chromatin_binding,Chromatin Binding
2145,Rnf4,Rnf4,Chromatin_binding,Chromatin Binding
2146,Rnf8,Rnf8,Chromatin_binding,Chromatin Binding
2147,Rnf20,Rnf20,Chromatin_binding,Chromatin Binding
2148,Rnf168,Rnf168,Chromatin_binding,Chromatin Binding
2149,Rnf169,Rnf169,Chromatin_binding,Chromatin Binding
2150,Rpa1,Rpa1,Chromatin_binding,Chromatin Binding
2151,Ruvbl2,Ruvbl2,Chromatin_binding,Chromatin Binding
2152,Safb,Safb,Chromatin_binding,Chromatin Binding
2153,Samd1,Samd1,Chromatin_binding,Chromatin Binding
2154,Samd7,Samd7,Chromatin_binding,Chromatin Binding
2155,Samd11,Samd11,Chromatin_binding,Chromatin Binding
2156,Samd13,Samd13,Chromatin_binding,Chromatin Binding
2157,Sap30l,Sap30l,Chromatin_binding,Chromatin Binding
2158,Sarnp,Sarnp,Chromatin_binding,Chromatin Binding
2159,Sbno1,Sbno1,Chromatin_binding,Chromatin Binding
2160,Sbno2,Sbno2,Chromatin_binding,Chromatin Binding
2161,Scmh1,Scmh1,Chromatin_binding,Chromatin Binding
2162,Scml2,Scml2,Chromatin_binding,Chromatin Binding
2163,Scml4,Scml4,Chromatin_binding,Chromatin Binding
2164,Set,Set,Chromatin_binding,Chromatin Binding
2167,Sf3b1,Sf3b1,Chromatin_binding,Chromatin Binding
