,assays,leiden,topics,keep
10x_hipp_13_Topic10_R59,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R59,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R59,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R59,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic1_R60,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R60,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R60,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R60,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R60,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R60,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic7_R60,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R60,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R60,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R60,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R60,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R60,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R60,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R61,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R61,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R61,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R61,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R61,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R61,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R61,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R61,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R61,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R61,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R61,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R61,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic13_R61,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R62,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R62,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R62,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R62,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R62,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R62,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R62,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R62,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R62,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R62,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R62,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic12_R62,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R62,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R63,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R63,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R63,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R63,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R63,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R63,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic7_R63,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R63,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R63,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R63,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R63,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R63,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R63,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R64,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R64,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R64,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R64,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R64,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic6_R64,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R64,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R64,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R64,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R64,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R64,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R64,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R64,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R65,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R65,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R65,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R65,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic5_R65,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R65,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic7_R65,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R65,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R65,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R65,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R65,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R65,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R65,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R66,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R66,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R66,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R66,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic5_R66,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R66,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R66,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R66,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R66,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R66,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R66,10x_hipp_13,14,Topic_15,True
10x_hipp_13_Topic12_R66,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R66,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R67,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R67,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R67,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R67,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R67,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R67,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R67,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R67,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R67,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R67,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R67,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic12_R67,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R67,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R68,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic2_R68,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R68,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R68,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R68,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R68,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R68,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R68,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R68,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R68,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R68,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R68,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic13_R68,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R69,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R69,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R69,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R69,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R69,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R69,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R69,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R69,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R69,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R69,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R69,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic12_R69,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic13_R69,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R70,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R70,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R70,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R70,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R70,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R70,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic7_R70,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R70,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R70,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R70,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R70,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic12_R70,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R70,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R71,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R71,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R71,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic4_R71,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R71,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R71,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R71,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R71,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic9_R71,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R71,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R71,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R71,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R71,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R72,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic2_R72,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R72,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R72,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R72,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R72,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R72,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic8_R72,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R72,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R72,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic11_R72,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic12_R72,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic13_R72,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R73,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R73,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R73,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R73,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R73,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R73,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R73,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R73,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R73,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R73,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic11_R73,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R73,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R73,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R74,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R74,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic3_R74,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic4_R74,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R74,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R74,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R74,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R74,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R74,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R74,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R74,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic12_R74,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R74,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R75,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R75,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R75,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R75,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R75,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic6_R75,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic7_R75,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic8_R75,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R75,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R75,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R75,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R75,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R75,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R76,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R76,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic3_R76,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R76,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R76,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R76,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R76,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R76,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic9_R76,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R76,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R76,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R76,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R76,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R77,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R77,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R77,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R77,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R77,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R77,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R77,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R77,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R77,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R77,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R77,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R77,10x_hipp_13,14,Topic_15,True
10x_hipp_13_Topic13_R77,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R78,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic2_R78,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R78,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R78,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R78,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R78,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R78,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic8_R78,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic9_R78,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R78,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic11_R78,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R78,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R78,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R79,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R79,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R79,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R79,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R79,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R79,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R79,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R79,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R79,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R79,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R79,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic12_R79,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R79,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R80,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R80,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R80,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R80,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R80,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R80,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R80,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R80,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R80,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R80,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic11_R80,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R80,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R80,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R81,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R81,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R81,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R81,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R81,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R81,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R81,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R81,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R81,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R81,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R81,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R81,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R81,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R82,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R82,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R82,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R82,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R82,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R82,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R82,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic8_R82,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R82,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R82,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R82,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R82,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R82,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R83,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R83,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R83,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic4_R83,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R83,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R83,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic7_R83,10x_hipp_13,14,Topic_15,True
10x_hipp_13_Topic8_R83,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R83,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R83,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R83,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R83,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R83,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R84,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic2_R84,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R84,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R84,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R84,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R84,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R84,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R84,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R84,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R84,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R84,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R84,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic13_R84,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R85,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R85,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R85,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic4_R85,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R85,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R85,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R85,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R85,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R85,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R85,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R85,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R85,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic13_R85,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R86,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic2_R86,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R86,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R86,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R86,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R86,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R86,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R86,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R86,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R86,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R86,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R86,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R86,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R87,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R87,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R87,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic4_R87,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic5_R87,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R87,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R87,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R87,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R87,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R87,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R87,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic12_R87,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R87,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R88,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R88,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R88,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R88,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R88,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R88,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R88,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R88,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R88,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic10_R88,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R88,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R88,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R88,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic1_R89,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R89,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R89,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic4_R89,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R89,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R89,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R89,10x_hipp_13,0,Topic_1,True
