orig.ident	nCount_RNA	nFeature_RNA	gender	tissue	mouse	genotype	age	exp	age_gen	percent.mt	RNA_snn_res.1	seurat_clusters	State	cellType
3xC022	616	381	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.649350649350649	7	7	8	microglia
3xC022	615	397	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.16260162601626	7	7	8	microglia
3xC022	772	494	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.77720207253886	19	19	0	microglia
3xC022	1327	708	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.0753579502637528	9	9	5	microglia
3xC022	487	326	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	593	387	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	7	microglia
3xC022	531	339	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.564971751412429	8	8	8	microglia
3xC022	479	323	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.417536534446764	1	1	8	microglia
3xC022	588	377	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.510204081632653	7	7	8	microglia
3xC022	667	393	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.299850074962519	7	7	8	microglia
3xC022	1443	726	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.138600138600139	4	4	5	microglia
3xC022	1030	595	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.42718446601942	3	3	9	microglia
3xC022	544	361	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	814	454	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	6	6	6	microglia
3xC022	3668	1624	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.736095965103599	2	2	2	microglia
3xC022	3748	1782	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.30736392742796	2	2	1	microglia
3xC022	433	313	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	8	8	8	microglia
3xC022	721	490	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.416088765603329	19	19	0	microglia
3xC022	519	340	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.578034682080925	7	7	8	microglia
3xC022	1624	849	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.27832512315271	5	5	1	microglia
3xC022	526	337	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.6615969581749	12	12	6	microglia
3xC022	588	369	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.170068027210884	7	7	8	microglia
3xC022	695	472	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.575539568345324	3	3	9	microglia
3xC022	1081	634	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.277520814061055	4	4	8	microglia
3xC022	484	310	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.206611570247934	7	7	8	microglia
3xC022	497	338	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	482	340	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.4149377593361	1	1	8	microglia
3xC022	530	358	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.377358490566038	1	1	8	microglia
3xC022	1133	665	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.50044130626655	5	5	2	microglia
3xC022	1484	763	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.471698113207547	6	6	6	microglia
3xC022	475	336	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.210526315789474	7	7	8	microglia
3xC022	431	314	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.232018561484919	7	7	8	microglia
3xC022	607	382	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	4.77759472817133	1	1	9	microglia
3xC022	490	324	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	456	302	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.219298245614035	7	7	8	microglia
3xC022	759	494	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.263504611330698	3	3	9	microglia
3xC022	4952	1744	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	4.05896607431341	13	13	1	activated microglia
3xC022	499	339	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.400801603206413	7	7	8	microglia
3xC022	1116	621	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.716845878136201	4	4	5	microglia
3xC022	624	410	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	19	19	0	microglia
3xC022	1115	642	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.179372197309417	4	4	7	microglia
3xC022	602	403	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	489	334	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.204498977505113	7	7	8	microglia
3xC022	695	431	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.431654676258993	17	17	8	activated microglia
3xC022	600	368	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.166666666666667	7	7	8	microglia
3xC022	579	385	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	676	426	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.443786982248521	7	7	8	microglia
3xC022	547	352	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	5	microglia
3xC022	562	364	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.355871886120996	7	7	8	microglia
3xC022	522	360	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	474	306	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	8	8	7	microglia
3xC022	443	309	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	475	311	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.210526315789474	1	1	8	microglia
3xC022	466	318	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.214592274678112	1	1	8	microglia
3xC022	1319	720	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.682335102350265	9	9	2	microglia
3xC022	612	399	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	541	343	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	8	8	7	microglia
3xC022	466	344	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.931330472103	1	1	8	microglia
3xC022	529	355	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.756143667296786	7	7	8	microglia
3xC022	505	342	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.198019801980198	7	7	8	microglia
3xC022	808	452	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.742574257425743	12	12	1	microglia
3xC022	504	325	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.396825396825397	1	1	8	microglia
3xC022	531	360	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.941619585687382	7	7	8	microglia
3xC022	2236	1014	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.78890876565295	2	2	1	microglia
3xC022	562	351	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.889679715302491	19	19	0	microglia
3xC022	648	409	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.462962962962963	7	7	8	microglia
3xC022	547	340	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.182815356489945	1	1	8	microglia
3xC022	547	357	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.36563071297989	1	1	8	microglia
3xC022	597	384	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	554	368	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.36101083032491	7	7	8	microglia
3xC022	591	385	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	537	343	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	969	514	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.03199174406605	6	6	6	microglia
3xC022	2486	1268	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.080450522928399	2	2	1	microglia
3xC022	981	608	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.63098878695209	5	5	2	microglia
3xC022	496	333	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.201612903225806	7	7	8	microglia
3xC022	494	341	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.404858299595142	7	7	8	microglia
3xC022	534	355	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	460	320	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.869565217391304	7	7	8	microglia
3xC022	625	401	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.32	7	7	8	microglia
3xC022	474	331	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.421940928270042	7	7	8	microglia
3xC022	632	414	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.158227848101266	7	7	8	microglia
3xC022	512	332	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.1953125	1	1	8	microglia
3xC022	518	342	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.193050193050193	7	7	8	microglia
3xC022	655	384	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.152671755725191	1	1	6	microglia
3xC022	535	350	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.560747663551402	7	7	8	microglia
3xC022	593	407	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.505902192242833	7	7	8	microglia
3xC022	583	385	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.171526586620926	7	7	8	microglia
3xC022	736	441	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	5.29891304347826	3	3	9	microglia
3xC022	491	315	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.610997963340122	7	7	8	microglia
3xC022	824	469	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.121359223300971	6	6	6	microglia
3xC022	2937	1390	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.544773578481444	2	2	1	microglia
3xC022	488	318	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	638	431	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	9	microglia
3xC022	876	546	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.342465753424658	3	3	9	microglia
3xC022	463	328	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	1111	628	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.8001800180018	5	5	2	microglia
3xC022	611	392	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	664	450	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.602409638554217	3	3	9	microglia
3xC022	525	350	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	511	351	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.391389432485323	7	7	8	microglia
3xC022	493	335	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.202839756592292	7	7	8	microglia
3xC022	601	388	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.166389351081531	7	7	8	microglia
3xC022	666	444	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.3003003003003	7	7	8	microglia
3xC022	2145	924	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.979020979020979	6	6	6	microglia
3xC022	483	308	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	598	392	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	521	351	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	540	334	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.555555555555556	7	7	8	microglia
3xC022	541	359	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	577	394	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.519930675909879	7	7	8	microglia
3xC022	531	338	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	478	313	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.209205020920502	8	8	6	microglia
3xC022	506	335	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	543	343	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	4562	1880	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.263042525208242	2	2	2	microglia
3xC022	1060	595	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.660377358490566	5	5	1	microglia
3xC022	569	385	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	551	362	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.181488203266788	1	1	9	microglia
3xC022	574	365	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.348432055749129	7	7	8	microglia
3xC022	1266	625	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	6	6	6	microglia
3xC022	600	373	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.166666666666667	7	7	8	microglia
3xC022	471	314	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.424628450106157	7	7	8	microglia
3xC022	619	389	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	508	324	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.590551181102362	7	7	8	microglia
3xC022	559	354	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.536672629695885	7	7	8	microglia
3xC022	467	304	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.214132762312634	7	7	8	microglia
3xC022	462	315	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	516	340	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.193798449612403	7	7	8	microglia
3xC022	549	343	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	19	19	0	microglia
3xC022	545	335	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.917431192660551	7	7	8	microglia
3xC022	1465	766	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.36518771331058	4	4	6	microglia
3xC022	447	316	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.46085011185682	3	3	9	microglia
3xC022	578	378	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.346020761245675	7	7	8	microglia
3xC022	3161	1499	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.67668459348307	2	2	1	microglia
3xC022	524	346	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.190839694656489	7	7	8	microglia
3xC022	488	312	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.409836065573771	7	7	8	microglia
3xC022	526	356	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.190114068441065	7	7	8	microglia
3xC022	732	450	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.819672131147541	7	7	8	microglia
3xC022	550	367	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.363636363636364	7	7	8	microglia
3xC022	1212	664	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.577557755775578	4	4	5	microglia
3xC022	696	456	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.574712643678161	8	8	7	microglia
3xC022	530	372	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.188679245283019	7	7	8	microglia
3xC022	731	454	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.410396716826265	7	7	8	microglia
3xC022	488	338	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.02459016393443	7	7	8	microglia
3xC022	765	503	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.522875816993464	18	18	0	astrocyte
3xC022	617	395	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	644	397	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.31055900621118	7	7	8	microglia
3xC022	542	363	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.5830258302583	7	7	8	microglia
3xC022	689	414	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	3	3	2	microglia
3xC022	562	376	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	8	microglia
3xC022	552	349	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	6	microglia
3xC022	526	344	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.190114068441065	7	7	8	microglia
3xC022	496	311	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	541	356	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.29390018484288	12	12	9	microglia
3xC022	763	448	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.131061598951507	6	6	6	microglia
3xC022	576	372	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	3	3	8	microglia
3xC022	956	489	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.313807531380753	4	4	5	microglia
3xC022	575	369	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.869565217391304	1	1	8	microglia
3xC022	520	322	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	2352	1125	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.76530612244898	5	5	1	microglia
3xC022	508	305	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.196850393700787	8	8	8	microglia
3xC022	634	395	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.630914826498423	7	7	8	microglia
3xC022	519	330	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	1798	978	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.0556173526140156	18	18	0	astrocyte
3xC022	594	385	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.168350168350168	7	7	8	microglia
3xC022	549	345	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	8	8	8	microglia
3xC022	1862	1023	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.14822771213749	13	13	6	activated microglia
3xC022	464	317	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.21551724137931	7	7	8	microglia
3xC022	565	370	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.707964601769911	7	7	8	microglia
3xC022	512	341	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.390625	7	7	8	microglia
3xC022	591	357	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.169204737732657	7	7	8	microglia
3xC022	466	312	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	617	406	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.162074554294976	3	3	9	microglia
3xC022	1870	859	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.909090909090909	13	13	6	activated microglia
3xC022	568	339	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.176056338028169	7	7	8	microglia
3xC022	2184	1118	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.42673992673993	5	5	1	microglia
3xC022	524	340	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	1673	874	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.21159593544531	9	9	2	microglia
3xC022	1201	640	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.999167360532889	4	4	5	microglia
3xC022	540	329	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.37037037037037	7	7	8	microglia
3xC022	616	367	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.162337662337662	1	1	5	microglia
3xC022	558	365	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.537634408602151	7	7	8	microglia
3xC022	482	329	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.20746887966805	8	8	8	microglia
3xC022	642	407	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.778816199376947	7	7	8	microglia
3xC022	457	335	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	560	373	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.892857142857143	7	7	8	microglia
3xC022	541	342	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.369685767097967	7	7	8	microglia
3xC022	502	331	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.398406374501992	7	7	8	microglia
3xC022	3801	1601	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.578795053933175	2	2	2	microglia
3xC022	557	344	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.179533213644524	8	8	8	microglia
3xC022	468	329	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	3288	1508	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.364963503649635	2	2	1	microglia
3xC022	638	393	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.156739811912226	7	7	8	microglia
3xC022	558	363	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.3584229390681	7	7	8	microglia
3xC022	497	315	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.201207243460765	7	7	8	microglia
3xC022	561	331	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	486	317	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.205761316872428	7	7	8	microglia
3xC022	560	359	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	433	302	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.69284064665127	7	7	8	microglia
3xC022	618	394	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	679	426	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.147275405007364	7	7	8	microglia
3xC022	2072	1066	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.83397683397683	13	13	1	activated microglia
3xC022	532	324	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.18796992481203	8	8	8	microglia
3xC022	479	313	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.208768267223382	1	1	8	microglia
3xC022	613	391	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.489396411092985	7	7	8	microglia
3xC022	544	354	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.367647058823529	7	7	8	microglia
3xC022	2334	1101	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.171379605826907	2	2	1	microglia
3xC022	467	303	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.214132762312634	7	7	8	microglia
3xC022	590	359	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.169491525423729	7	7	8	microglia
3xC022	484	329	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	599	372	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.1686143572621	7	7	8	microglia
3xC022	918	521	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.326797385620915	6	6	6	microglia
3xC022	2446	1214	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.327064595257563	2	2	1	microglia
3xC022	525	325	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.952380952380952	8	8	7	microglia
3xC022	630	432	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	627	407	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.159489633173844	7	7	8	microglia
3xC022	924	546	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	3	3	9	microglia
3xC022	509	324	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.196463654223969	1	1	8	microglia
3xC022	828	471	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.36231884057971	7	7	4	microglia
3xC022	609	401	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
3xC022	627	405	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	1	1	9	microglia
3xC022	583	387	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.514579759862779	7	7	8	microglia
3xC022	606	379	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.66006600660066	7	7	8	microglia
3xC022	553	358	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.180831826401447	7	7	8	microglia
3xC022	558	380	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.537634408602151	3	3	8	microglia
3xC022	568	370	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.352112676056338	7	7	8	microglia
3xC022	2612	1216	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	2.4885145482389	2	2	2	microglia
3xC022	2318	1082	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.345125107851596	2	2	1	microglia
3xC022	641	387	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.62402496099844	18	18	0	astrocyte
3xC022	657	410	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.30441400304414	7	7	8	microglia
3xC022	634	389	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.630914826498423	7	7	8	microglia
3xC022	575	401	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.347826086956522	3	3	9	microglia
3xC022	1667	862	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0.359928014397121	5	5	1	microglia
3xC022	516	324	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	1.16279069767442	7	7	8	microglia
3xC022	496	321	Male	Cortex	3X022	3xTg	18 month	SC	3xTg_18mo	0	7	7	8	microglia
